Customer/Project,Sl. No.,Drawing Number,Rev. No.,Description,Amd. Code,ELSN,EL Date,Despatch Status,Despatch Date,Unit,Remarks
1834,38,0-12-914-03719,0, PRESSURE PART SUPPORT ARRANGEMENT ROW N1 S-05;S-25A,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,39,0-12-914-03720,0, PRESSURE PART SUPPORT ARRANGEMENT ROW A2 S-02-4;F-15-4,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,40,0-17-919-00798,0, PRESSURE PART SUPPRT ARRGT- ROW H,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,41,0-17-919-00799,0, PRESSURE PART SUPPRT ARRGT- ROW J,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,42,0-17-919-00800,0, ELEMENT SUPPORTS & SEALS FOR FINISH RH COIL (R-13),A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,43,0-19-904-02647,0, PRESSURE PART SUPPORT ARRANGEMENT ROW R E-08U,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,44,0-19-904-02649,0, PRESSURE PART SUPPORT ARRANGEMENT ROW W E-08X,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,45,0-19-904-02651,0, PRESSURE PART SUPPORT ARRANGEMENT ROW W1 E-08X,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,46,0-19-904-02652,0, PRESSURE PART SUPPORT ARRANGEMENT ROW X E-08U,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,47,0-19-904-02653,0, PRESSURE PART SUPPORT ARRANGEMENT ROW S2 E-08TO,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,48,0-19-904-02654,0, PRESSURE PART SUPPORT ARRANGEMENT ROW X1 E-08U,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,49,0-19-904-02655,0, PRESSURE PART SUPPORT ARRANGEMENT ROW T1 E-08U,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,50,0-19-904-02656,0, PRESSURE PART SUPPORT ARRANGEMENT ROW V1 E-08U,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,51,0-19-904-02657,0, PRESSURE PART SUPPORT ARRANGEMENT ROW T E-08U;EF-01,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,52,0-19-904-02659,0, PRESSURE PART SUPPORT ARRANGEMENT ROW V2 E-08U;E-08TO;E-08X,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,53,0-19-904-02660,0, PRESSURE PART SUPPORT ARRANGEMENT ROW V E-08U,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,54,0-19-904-02664,0, PRESSURE PART SUPPORT ARRANGEMENT ROW U E-09;E-08U,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,55,0-00-047-17105,0, SAMPLE COOLER ARRGT.& PIPING,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,56,0-00-047-17021,0, SAMPLE COOLER ARRGT.& PIPING,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,57,4-24-800-10760,1, EP DETAIL FOR ERV ISOL. GATE VALVE,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,58,0-35-181-36538,0," ELEVATION GRID@102,102.5,102.8,108,108.2 &109",A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,59,0-36-620-31627,0, BOILER ROOF PLAN BETWEEN GRID 103 & 108,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,60,0-36-620-31628,0, ELEVATION ALONG AXIS - 103 SR-SHEET 01,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,61,0-36-620-31629,0, ELEVATION ALONG AXIS - 103 SR-SHEET 02,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,62,0-36-620-31630,0, ELEVATION ALONG AXIS - 103 SR-SHEET 03,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,63,0-36-620-31631,0, ELEVATION ALONG AXIS - 108 SR-SHEET 01,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,64,0-36-620-31632,0, ELEVATION ALONG AXIS - 108 SR-SHEET 02,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,65,0-36-620-31633,0, ELEVATION ALONG AXIS - 108 SR-SHEET 03,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,66,0-36-620-31635,0, ASSEMBLY B.O.M 01,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,67,0-36-620-31636,0, ASSEMBLY B.O.M 02,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,68,0-36-620-31637,0, ASSEMBLY B.O.M 03,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,69,0-36-620-31638,0, ASSEMBLY B.O.M 04,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,70,3-99-514-40364,0, SUPPORT FOR FURNACE MAINTENANCE PLATFORM,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,71,1-48-262-46835,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,72,1-48-262-46836,0, ELBOW DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,73,1-48-262-46837,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,74,1-48-262-46838,0, ELBOW DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,75,1-48-262-46839,0, ELBOW DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,76,1-48-262-46840,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,77,1-48-262-46841,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,78,1-48-262-46842,0, ELBOW DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,79,1-48-262-46843,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,80,2-48-262-73187,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,81,2-48-262-73188,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,82,2-48-262-73189,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,83,2-48-262-73190,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,84,2-48-262-73191,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,85,2-48-262-73192,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,86,2-48-262-73195,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,87,2-48-262-73196,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,88,2-48-262-73197,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,89,2-48-262-73198,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,90,2-48-262-73199,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,91,2-48-262-73200,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,92,2-48-262-73201,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,93,2-48-262-73202,0, ELBOW DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,94,2-48-262-73203,0, ELBOW DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,95,2-48-262-73204,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,96,2-48-262-73205,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,97,2-48-262-73206,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,98,2-48-262-73207,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,99,2-48-262-73208,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,100,2-48-262-73209,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,101,2-48-262-73210,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,102,2-48-262-73211,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,103,2-48-262-73212,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,104,2-48-262-73213,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,105,2-48-262-73214,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,106,2-48-262-73215,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,107,2-48-262-73216,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,108,2-48-262-73217,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,109,2-48-262-73218,0, ELBOW DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,110,2-48-262-73219,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,111,2-48-262-73220,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,112,2-48-262-73221,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,113,2-48-262-73222,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,114,2-48-262-73223,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,115,2-48-262-73224,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,116,2-48-262-73225,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,117,2-48-262-73226,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,118,2-48-262-73227,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,119,2-48-262-73228,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,120,2-48-262-73229,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,121,2-48-262-73230,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,122,2-48-262-73231,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,123,2-48-262-73232,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,124,2-48-262-73233,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,125,2-48-262-73234,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,126,2-48-262-73235,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,127,2-48-262-73236,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,128,2-48-262-73237,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,129,2-48-262-73238,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,130,2-48-262-73239,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,131,2-48-262-73240,0, BEND DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,132,2-48-262-73241,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,133,2-48-262-73242,0, TRANSITION DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,134,2-48-262-73243,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,135,2-48-262-73244,0, ISMC150 FLANGE,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,136,2-48-262-73245,0, ISMC150 FLANGE,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,137,2-48-262-73246,0, ISA 75X75X6,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,138,2-48-262-73247,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,139,2-48-262-73248,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,140,2-48-262-73249,0, STRAIGHT DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,141,2-48-262-73250,0, ELBOW DUCT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,142,0-48-999-33150,1," RCEJ - FULL SIZE - SDU -3 STYLE #01,#02",A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,143,4-48-265-69204,0, SOFA DUCT SUPPORT BOM,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,144,4-48-385-69205,0, ECO TO AH SUPPORT BOM,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,145,2-48-434-73029,0, R C EXPN JT.(F.S) STY :1 LINER PLATE,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,146,3-48-434-E4559,0, FULL SIZE ROUND CORNER EXPANSION JOINT SIZE:16210X6806 STYLE#2,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,147,3-48-434-E4560,0, FULL SIZE ROUND CORNER EXPANSION JOINT SIZE:8656X5906 STYLE#1,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,148,3-48-434-E4561,0, FULL SIZE ROUND CORNER EXPANSION JOINT SIZE:8656X5906 STYLE#1,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,149,3-48-434-E4562,0, FULL SIZE ROUND CORNER EXPANSION JOINT SIZE:8656X5906 STYLE#2,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,150,4-48-434-69122,0, APH TO BOF EXP. JOINT BOM,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,151,3-48-494-E4489,0, ROUND CORNER EXPANSION JOINT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,152,3-48-494-E4490,0, ROUND CORNER EXPANSION JOINT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,153,3-48-494-E4491,0, ROUND CORNER EXPANSION JOINT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,154,3-48-494-E4492,0, ROUND CORNER EXPANSION JOINT,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,155,0-86-126-A2060,0, MPH_UNIT-1_CLADDING GA AT GIRD-1,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,156,0-86-126-A2061,0, MPH_UNIT-1_CLADDING PLAN & SECTION GA AT GIRD-1,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,157,0-86-126-A2062,0, MPH_UNIT-1_GABLE END COLUMNS GA AT GIRD-1,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,158,0-86-126-A2063,0, MPH_UNIT-1_GABLE END COLUMNS PLAN & SECTION GA AT GIRD-1,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,159,0-86-610-A2064,0, MPH_UNIT-1_CLADDING ELEVATION ON AXIS-A (GRID 01 TO 04),A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,160,0-86-610-A2065,0, MPH_UNIT-1_CLADDING ELEVATION ON AXIS-A (GRID 04 TO 08),A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,161,0-86-610-A2066,0, MPH_UNIT-1_CLADDING ELEVATION ON AXIS-A (GRID 08 TO 11),A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,162,0-86-610-A2067,0, MPH_UNIT-1_COLUMN ENCASING ON AXIS-A (GRID 01 TO 04),A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,163,0-86-610-A2068,0, MPH_UNIT-1_COLUMN ENCASING ON AXIS-A (GRID 04 TO 08),A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,164,0-86-610-A2069,0, MPH_UNIT-1_COLUMN ENCASING ON AXIS-A (GRID 08 TO 11),A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,165,0-86-620-A2070,0, MPH_UNIT-1_WALL BEAM ELEVATION ON AXIS-C (GRID 01 TO 06),A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,166,0-GA-630-A1738,0, MARKING ELEVATION OF SIDERUNNER ALONG GRID DA,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,167,0-GA-630-A1739,0, MARKING ELEVATION OF SIDERUNNER ALONG GRID DA,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,168,0-GA-630-A1740,0, MARKING ELEVATION OF SIDERUNNER ALONG GRID DA,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,169,0-GA-630-A1741,0, MARKING ELEVATION OF SIDERUNNER ALONG GRID DB,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
1834,170,0-GA-630-A1742,0, MARKING ELEVATION OF SIDERUNNER ALONG GRID DB,A ,0 ,2025-06-17,N ,2025-06-17,TP ,Hard Copies yet to be despatched
